"Read any random text you have near you","Read for 30 minutes in any random text you have near you or on your computer / phone. BONUS: Highlight or mark any words you don't understand."
"Study using Bliubliu","Bliubliu is a great site for getting some quick reading practice. (If you don't already have an account, take the 30 minutes to get set up). Pick a topic and let Bliubliu give you short texts. Click the words you know so it knows what level you're at."
"Study using Readlang","Readlang is a service that allows you to read longer texts, look up words and test yourself on the new words you learnt while reading. (If you don't already have an account, take a few minutes to get set up). Pick a text (either an article you found online, or use the service's own library to suggest a text)."
"Learn about a well-known figure","Research the biography of a well-known figure from the culture or history of the country/people who speak your target language. Use original-language materials. Get the outline of their life story. Start with local-language wikipedia. Then read other materials (perhaps linked from Wikipedia). Do a web search for that person's name. Towards the end, write a short summary of their life in your target language."
"Read something written over 100 years ago","Find something written in your target language that was written over 100 years ago. Notice how the language is different from the kinds of things you read online. Notice any similarities. Enjoy this mental time-travel experience!"
"Read something written over 1000 years ago","If your language is old enough, find something written in your target language that was written over 1000 years ago. Notice how the language is different from the kinds of things you read online. Notice any similarities. Enjoy this mental time-travel experience!"
"Listen to a podcast episode","If you don't use a podcast player, maybe spend the time setting this up. Once that's done, do a search online for ""[your language] podcasts"" and pick a few podcasts that interest you. Subscribe to them using your podcast player, and listen to 30 or 40 minutes of episodes. Your player will keep your place in the podcast for when you next listen, so don't worry if the 30 minutes finishes before the end of the episode. Once you've done this, take the final 20-30 minutes to summarise what you heard in the podcast. BONUS: Post this to lang-8 or your blog for corrections and feedback."
"Review the last film you saw","Describe the plot. Explain whether you liked the film or not. Explain why. BONUS: Post this review to Lang-8."
"Review the last book you read","Describe the plot. Explain whether you liked the film or not. Explain why. BONUS: Post this review to Lang-8."
"Translate a text","Take an hour to translate something you read recently. A partial translation is fine. Post your translation somewhere online with a link to the original source text when the 10 minutes are up. BONUS: Consider having a dedicated blog or tumblr where you can post your translations as you do them. This way you'll have a log of your study progress."
"Practice some recently-learned words","Write some sentences using words that you learned only recently. Post these practice sentences to Lang-8 to make sure that you're using the words in the right way / context."
"Watch a news report","Search YouTube for a news report or short film about any topic that interests you. Make sure it is in your target language and that it lasts roughly an hour. Watch the video. BONUS: Write a short summary of the contents of this film."
"Research a topic that interests you","Use only sources in your target language. Read a variety of sources. Start to figure out the outlines of that topic."
"Summarise something you learnt recently","Pick something you learnt or researched recently. Summarise the important points about that topic or issue. Summarise the main sources you used to come to these conclusions. BONUS: Post your summary to Lang-8 or your blog for feedback."
"Think about conversation topics","Visit iteslj.org/questions/ and pick a topic. Look at the questions. Imagine you had to answer the questions in your target language. What vocabulary would you need to know to be able to answer those questions? Make a note of these missing words. Start practicing some of the answers to the questions."
"Teach something","Think of something you know, but a friend doesn't know. Take thirty minutes to teach that topic or skill to your friend, using only your target language. Once you've taught that topic or skill, ask them if they have any questions. Discuss the topic further. Keep going and diving deeper. You will reveal gaps in your vocabulary the more you work on this."
"Teach something online","Think of something you know. Plan out how you'd explain this to other people in an online video lecture. Make an outline (using your target language). Think of some of the harder sections and consider what words you'll need. Take the final 30 minutes of the hour to record an audio or video lesson. BONUS: Post this recording to YouTube and SoundCloud."
"Write 300-500 words","Write about what you did during the past 12 months. BONUS: Post it to Lang-8 or your blog for feedback and/or corrections."
"Write 300-500 words","Write about what you want to do during the coming 12 months. BONUS: Post it to Lang-8 or your blog for feedback and/or corrections."
"Write 300-500 words","Write about what you consider to be the qualities possessed by a good leader. BONUS: Post it to Lang-8 or your blog for feedback and/or corrections."
